Amusement Park Entertainer	ONET:AmusementParkEntertainer
Amusement Park Manager	ONET:AmusementParkManager
Amusement Park Worker	ONET:AmusementParkWorker
Amusement Ride Inspector	ONET:AmusementRideInspector
Anaesthesiologist	ONET:Anaesthesiologist
Analog Circuit Designer	ONET:AnalogCircuitDesigner
Analog Design Engineer	ONET:AnalogDesignEngineer
Analog Device Designer	ONET:AnalogDeviceDesigner
Analysis Safety Inspector	ONET:AnalysisSafetyInspector
Analysis Specialist	ONET:AnalysisSpecialist
Analysis Tester	ONET:AnalysisTester
Analyst	ONET:OperationalIntelligenceOfficer(Analyst)
Analyst Programmer	ONET:AnalystProgrammer
Analytical Biochemical Engineer	ONET:AnalyticalBiochemicalEngineer
Analytical Chemist	ONET:AnalyticalChemist
Analytical Chemistry Teacher	ONET:AnalyticalChemistryTeacher
Analytical Clerk	ONET:AnalyticalClerk
Analytical Data Miner	ONET:AnalyticalDataMiner
Analytical Laboratory Technician	ONET:AnalyticalLaboratoryTechnician(AnalyticalLabTechnician)
Analytical Lab Technician	ONET:AnalyticalLabTechnician
Analytical Research Chemist	ONET:AnalyticalResearchChemist
Analytical Research Program Manager	ONET:AnalyticalResearchProgramManager
Analytical Scientist	ONET:AnalyticalScientist
Analytical Services Manager	ONET:AnalyticalServicesManager
Analytical Statistician	ONET:AnalyticalStatistician
Analytical Strategist	ONET:AnalyticalStrategist
Analytical Technician	ONET:AnalyticalTechnician
Analytic Methodologist	ONET:AnalyticMethodologist
Analytics Consultant	ONET:AnalyticsConsultant
Analytics Manager	ONET:AnalyticsManager
Anatomical Embalmer	ONET:AnatomicalEmbalmer
Anatomic Pathologist	ONET:AnatomicPathologist
Anatomic Pathology Assistant	ONET:AnatomicPathologyAssistant
Anatomist	ONET:Anatomist
Anatomy Instructor	ONET:AnatomyInstructor
Anatomy Professor	ONET:AnatomyProfessor
Anatomy Teacher	ONET:AnatomyTeacher
Anchor	ONET:Anchor
Anchorer	ONET:Anchorer
Anchorman	ONET:Anchorman
Anchor Operator	ONET:AnchorOperator
Android Developer	ONET:AndroidDeveloper
Anesthesia Assistant	ONET:AnesthesiaAssistant
Anesthesia Technician	ONET:AnesthesiaTechnician
Anesthesia Technologist	ONET:AnesthesiaTechnologist
Anesthesiologist Assistant	ONET:AnesthesiologistAssistant
Anesthesiologists' Assistant	ONET:Anesthesiologists'Assistant
Anesthesiology Teacher	ONET:AnesthesiologyTeacher
Anesthetic Assistant	ONET:AnestheticAssistant
Anesthetist	ONET:Anesthetist
Anger Control Counselor	ONET:AngerControlCounselor
Angiogram Special Procedures Technologist	ONET:AngiogramSpecialProceduresTechnologist
Angiographer	ONET:Angiographer
Angiography Technologist	ONET:AngiographyTechnologist
Angle Bender	ONET:AngleBender
Angle Dozer Operator	ONET:AngleDozerOperator
Angle Furnaceman	ONET:AngleFurnaceman
Angle Shearer	ONET:AngleShearer
Angle Shear Operator	ONET:AngleShearOperator
Angle Shear Set Up Operator	ONET:AngleShearSetUpOperator
Anglesmith	ONET:Anglesmith
Anglesmith Helper	ONET:AnglesmithHelper
AngularJS Developer	ONET:AngularJSDeveloper
Anhydrous Ammonia Production Supervisor	ONET:AnhydrousAmmoniaProductionSupervisor
Aniline Press Worker	ONET:AnilinePressWorker
Animal Anatomist	ONET:AnimalAnatomist
Animal Anatomy Teacher	ONET:AnimalAnatomyTeacher
Animal Assisted Therapist	ONET:AnimalAssistedTherapist
Animal Attendant	ONET:AnimalAttendant
Animal Behaviorist	ONET:AnimalBehaviorist
Animal Biologist	ONET:AnimalBiologist
Animal Bounty Hunter	ONET:AnimalBountyHunter
Animal Breeder	ONET:AnimalBreeder
Animal Care Attendant	ONET:AnimalCareAttendant
Animal Caregiver	ONET:AnimalCaregiver
Animal Care Giver	ONET:AnimalCareGiver(ACG)
ACG	ONET:AnimalCareGiver(ACG)
Animal Care Provider	ONET:AnimalCareProvider
Animal Care Service Worker	ONET:AnimalCareServiceWorker
Animal Care Specialist	ONET:AnimalCareSpecialist
Animal Care Supervisor	ONET:AnimalCareSupervisor
Animal Care Taker	ONET:AnimalCareTaker
Animal Caretaker	ONET:AnimalCaretaker
Animal Caretaker Supervisor	ONET:AnimalCaretakerSupervisor
Animal Care Technician	ONET:AnimalCareTechnician(AnimalCareTech)
Animal Care Tech	ONET:AnimalCareTechnician(AnimalCareTech)
Animal Chiropractor	ONET:AnimalChiropractor
Animal Control Licensing Worker	ONET:AnimalControlLicensingWorker
Animal Control Officer	ONET:AnimalControlOfficer
Animal Control Specialist	ONET:AnimalControlSpecialist
Animal Control Supervisor	ONET:AnimalControlSupervisor
Animal Cop	ONET:AnimalCop
Animal Cruelty Investigation Supervisor	ONET:AnimalCrueltyInvestigationSupervisor
Animal Cruelty Investigator	ONET:AnimalCrueltyInvestigator
Animal Damage Control Agent	ONET:AnimalDamageControlAgent
Animal Daycare Provider	ONET:AnimalDaycareProvider
Animal Doctor	ONET:AnimalDoctor
Animal Enforcement Officer	ONET:AnimalEnforcementOfficer
Animal Eviscerator	ONET:AnimalEviscerator
Animal Feeder	ONET:AnimalFeeder
Animal Feed Products Sales Representative	ONET:AnimalFeedProductsSalesRepresentative
Animal Geneticist	ONET:AnimalGeneticist
Animal Groomer	ONET:AnimalGroomer
Animal Handler	ONET:AnimalHandler
Animal Health Technician	ONET:AnimalHealthTechnician(AnimalHealthTech)
Animal Health Tech	ONET:AnimalHealthTechnician(AnimalHealthTech)
Animal Herder	ONET:AnimalHerder
Animal Hospital Clerk	ONET:AnimalHospitalClerk
Animal Hospital Office Supervisor	ONET:AnimalHospitalOfficeSupervisor
Animal Husbandman	ONET:AnimalHusbandman
Animal Husbandry Manager	ONET:AnimalHusbandryManager
Animal Husbandry Professor	ONET:AnimalHusbandryProfessor
Animal Husbandry Supervisor	ONET:AnimalHusbandrySupervisor
Animal Husbandry Teacher	ONET:AnimalHusbandryTeacher
Animal Husbandry Technician	ONET:AnimalHusbandryTechnician
Animal Husbandry Worker	ONET:AnimalHusbandryWorker
Animal Keeper	ONET:AnimalKeeper
Animal Killer	ONET:AnimalKiller
Animal Maintenance Supervisor	ONET:AnimalMaintenanceSupervisor
Animal Nursery Worker	ONET:AnimalNurseryWorker
Animal Nutrition Consultant	ONET:AnimalNutritionConsultant
Animal Nutritionist	ONET:AnimalNutritionist
Animal Nutrition Teacher	ONET:AnimalNutritionTeacher
Animal Officer	ONET:AnimalOfficer
Animal Ordinance Enforcement Officer	ONET:AnimalOrdinanceEnforcementOfficer
Animal Park Code Enforcement Officer	ONET:AnimalParkCodeEnforcementOfficer
Animal Pathologist	ONET:AnimalPathologist
Animal Pathology Teacher	ONET:AnimalPathologyTeacher
Animal Physiologist	ONET:AnimalPhysiologist
Animal Physiology Teacher	ONET:AnimalPhysiologyTeacher
Animal Rehabilitator	ONET:AnimalRehabilitator
Animal Rescuer	ONET:AnimalRescuer
Animal Ride Attendant	ONET:AnimalRideAttendant
Animal Ride Manager	ONET:AnimalRideManager
Animal Safety Officer	ONET:AnimalSafetyOfficer
Animal Science Instructor	ONET:AnimalScienceInstructor
Animal Science Professor	ONET:AnimalScienceProfessor
Animal Scientist	ONET:AnimalScientist
Animal Services Officer	ONET:AnimalServicesOfficer
Animal Shelter Clerk	ONET:AnimalShelterClerk
Animal Shelter Manager	ONET:AnimalShelterManager
Animal Shelter Worker	ONET:AnimalShelterWorker
Animal Sitter	ONET:AnimalSitter
Animal Skinner	ONET:AnimalSkinner
Animal Sticker	ONET:AnimalSticker
Animal Stunner	ONET:AnimalStunner
Animal Surgeon	ONET:AnimalSurgeon
Animal Technician	ONET:AnimalTechnician(AnimalTech)
Animal Tech	ONET:AnimalTechnician(AnimalTech)
Animal Therapist	ONET:AnimalTherapist
Animal Trainer	ONET:AnimalTrainer
Animal Trainer Supervisor	ONET:AnimalTrainerSupervisor
Animal Trapper	ONET:AnimalTrapper
Animal Treatment Investigator	ONET:AnimalTreatmentInvestigator
Animated Cartoons Painter	ONET:AnimatedCartoonsPainter
Animation Artist	ONET:AnimationArtist
Animation Camera Operator	ONET:AnimationCameraOperator
Animation Director	ONET:AnimationDirector
Animation Producer	ONET:AnimationProducer
Animator	ONET:Animator
Anime Artist	ONET:AnimeArtist
Anime Designer	ONET:AnimeDesigner
Ankle Patch Molder	ONET:AnklePatchMolder
Annealer	ONET:Annealer
Annealer Helper	ONET:AnnealerHelper
Annealing Furnace Operator	ONET:AnnealingFurnaceOperator
Annealing Furnace Tender	ONET:AnnealingFurnaceTender
Annealing Operator	ONET:AnnealingOperator
Annealing Oven Operator	ONET:AnnealingOvenOperator
Annealing Torch Operator	ONET:AnnealingTorchOperator
Announcer	ONET:Announcer
Annual Giving Director	ONET:AnnualGivingDirector
Annual Giving Officer	ONET:AnnualGivingOfficer
Annual Greenhouse Manager	ONET:AnnualGreenhouseManager
Anode Builder	ONET:AnodeBuilder
Anode Crew Supervisor	ONET:AnodeCrewSupervisor
Anode Machine Operator	ONET:AnodeMachineOperator
Anode Rebuilder	ONET:AnodeRebuilder
Anode Worker	ONET:AnodeWorker
Anodic Operator	ONET:AnodicOperator
Anodic Treater	ONET:AnodicTreater
Anodize Machine Operator	ONET:AnodizeMachineOperator
Anodizer	ONET:Anodizer
Anodizing Line Operator	ONET:AnodizingLineOperator
Anodizing Operator	ONET:AnodizingOperator
Anodizing Technician	ONET:AnodizingTechnician
AN/SSN-2 (V) 4 Operator	ONET:AN/SSN-2(V)4Operator
Answering Service Telephone Operator	ONET:AnsweringServiceTelephoneOperator
AN/SYQ-13 NAV/C2 Operator	ONET:AN/SYQ-13NAV/C2Operator
Antenna Engineer	ONET:AntennaEngineer
Antenna Installer	ONET:AntennaInstaller
Antenna Machine Operator	ONET:AntennaMachineOperator
Antenna Rigger	ONET:AntennaRigger
Antenna Specialist	ONET:AntennaSpecialist
Anthropologist	ONET:Anthropologist
Anthropology Faculty Member	ONET:AnthropologyFacultyMember
Anthropology Instructor	ONET:AnthropologyInstructor
Anthropology Lecturer	ONET:AnthropologyLecturer
Anthropology Professor	ONET:AnthropologyProfessor
Anti-Air Warfare Operations Officer	ONET:Anti-AirWarfareOperationsOfficer
Antichecking Iron Worker	ONET:AnticheckingIronWorker
Antique Clock Repairer	ONET:AntiqueClockRepairer
Antique Clocks Repairer	ONET:AntiqueClocksRepairer
Antique Finisher	ONET:AntiqueFinisher
Antique Furniture Repairer	ONET:AntiqueFurnitureRepairer
Antique Jewelry Repairer	ONET:AntiqueJewelryRepairer
Antiquer	ONET:Antiquer
Antique Refinisher	ONET:AntiqueRefinisher
Antique Repairer	ONET:AntiqueRepairer
Antisqueak Filler	ONET:AntisqueakFiller
Antisqueak Worker	ONET:AntisqueakWorker
Antisubmarine Classification and Analysis Officer, Aviation	ONET:AntisubmarineClassificationAndAnalysisOfficer,Aviation
Antisubmarine Warfare Intelligence Officer	ONET:AntisubmarineWarfareIntelligenceOfficer
Antisubmarine Weapons Officer	ONET:AntisubmarineWeaponsOfficer
Antitank Assault Gunner	ONET:AntitankAssaultGunner
Anti-tank Missileman	ONET:Anti-tankMissileman
Anti-Terrorist Analyst	ONET:Anti-TerroristAnalyst
AN/TSQ-73 Air Defense Artillery Command and Control System Operator/Maintainer	ONET:AN/TSQ-73AirDefenseArtilleryCommandAndControlSystemOperator/Maintainer
Anvil Seating Press Operator	ONET:AnvilSeatingPressOperator
Anvilsmith	ONET:Anvilsmith
Anvil Worker	ONET:AnvilWorker
AOC AADC Chief of Operations Staff Officer	ONET:AOCAADCChiefOfOperationsStaffOfficer
AOC AADC Director and Chief of Plans Staff Officer	ONET:AOCAADCDirectorAndChiefOfPlansStaffOfficer
AOC AADC Operations Staff Officer	ONET:AOCAADCOperationsStaffOfficer
Aoc Airspace Control Officer	ONET:AocAirspaceControlOfficer
Aoc Director Combat Operations Officer	ONET:AocDirectorCombatOperationsOfficer
Aoc Director Combat Plans Officer	ONET:AocDirectorCombatPlansOfficer
AOC Director Intelligence Officer	ONET:AOCDirectorIntelligenceOfficer
Aoc Information Operations Staff Officer	ONET:AocInformationOperationsStaffOfficer
Aoc Operations - Air Mobility / Logistics Chief	ONET:AocOperations-AirMobility/LogisticsChief
Aoc Operations - Air Mobility / Logistics Officer	ONET:AocOperations-AirMobility/LogisticsOfficer
Aoc Operations - Combat Search And Rescue Chief	ONET:AocOperations-CombatSearchAndRescueChief
Aoc Operations - Combat Search And Rescue Officer	ONET:AocOperations-CombatSearchAndRescueOfficer
Aoc Operations - Defensive Operations Officer	ONET:AocOperations-DefensiveOperationsOfficer
Aoc Operations - Intelligence Chief	ONET:AocOperations-IntelligenceChief
Aoc Operations - Intelligence Officer	ONET:AocOperations-IntelligenceOfficer
Aoc Operations - Naval And Amphibious Liaison Element Afloat Planning Liaison	ONET:AocOperations-NavalAndAmphibiousLiaisonElementAfloatPlanningLiaison
Aoc Operations - Naval And Amphibious Liaison Element Member	ONET:AocOperations-NavalAndAmphibiousLiaisonElementMember
Aoc Operations - Offensive Operations Officer	ONET:AocOperations-OffensiveOperationsOfficer
Aoc Operations - Special Operations Chief	ONET:AocOperations-SpecialOperationsChief
Aoc Operations - Special Operations Officer	ONET:AocOperations-SpecialOperationsOfficer
Aoc Operations - Time Sensitive / Critical Targeting Officer	ONET:AocOperations-TimeSensitive/CriticalTargetingOfficer
Aoc Operations - Time Sensitive / Critical Targeting Officer Chief	ONET:AocOperations-TimeSensitive/CriticalTargetingOfficerChief
Aoc Plans - Air Task Order / Air Control Order Production Officer	ONET:AocPlans-AirTaskOrder/AirControlOrderProductionOfficer
Aoc Plans - Guidance Apportionment And Targeting Officer	ONET:AocPlans-GuidanceApportionmentAndTargetingOfficer
Aoc Plans - Guidance Apportionment And Targeting Officer Chief	ONET:AocPlans-GuidanceApportionmentAndTargetingOfficerChief
AOC Plans - Intelligence Officer	ONET:AOCPlans-IntelligenceOfficer
AOC Plans - Intelligence Officer Chief	ONET:AOCPlans-IntelligenceOfficerChief
AOC Plans - Master Air Attack Planning Assistant Chief	ONET:AOCPlans-MasterAirAttackPlanningAssistantChief
Aoc Plans - Master Air Attack Planning Chief	ONET:AocPlans-MasterAirAttackPlanningChief
Aoc Plans - Master Air Attack Planning Officer	ONET:AocPlans-MasterAirAttackPlanningOfficer
Aoc Strategy Plans And Operational Assessment Officer	ONET:AocStrategyPlansAndOperationalAssessmentOfficer
Aoc Strategy Plans And Operational Assessment Officer Chief	ONET:AocStrategyPlansAndOperationalAssessmentOfficerChief
Apache Hadoop Developer	ONET:ApacheHadoopDeveloper
Apartment Coordinator	ONET:ApartmentCoordinator
Apartment House Manager	ONET:ApartmentHouseManager
Apartment Leasing Agent	ONET:ApartmentLeasingAgent
Apartment Leasing Consultant	ONET:ApartmentLeasingConsultant
Apartment Locator	ONET:ApartmentLocator
Apartment Maintenance Supervisor	ONET:ApartmentMaintenanceSupervisor
Apartment Maintenance Worker	ONET:ApartmentMaintenanceWorker
Apartment Manager	ONET:ApartmentManager
Apartment Rental Agent	ONET:ApartmentRentalAgent
Apartment Rental Clerk	ONET:ApartmentRentalClerk
AP BD+C	ONET:APBD+C(AccreditedProfessionalInBuildingDesignAndConstruction)
Accredited Professional in Building Design and Construction	ONET:APBD+C(AccreditedProfessionalInBuildingDesignAndConstruction)
Apiculture Teacher	ONET:ApicultureTeacher
Apiculturist	ONET:Apiculturist
A & P Mechanic	ONET:A&PMechanic(AirframeAnd/orPowerplantMechanic)
Airframe and/or Powerplant Mechanic	ONET:A&PMechanic(AirframeAnd/orPowerplantMechanic)
Apothecary	ONET:Apothecary
Apparatus Cleaner	ONET:ApparatusCleaner
Apparatus Engineering Technologist	ONET:ApparatusEngineeringTechnologist
Apparatus Lineman	ONET:ApparatusLineman
Apparatus Operator	ONET:ApparatusOperator
Apparel Accessories Specialist	ONET:ApparelAccessoriesSpecialist
Apparel Designer	ONET:ApparelDesigner
Apparel Embroidery Digitizer	ONET:ApparelEmbroideryDigitizer
Apparel Fashion Designer	ONET:ApparelFashionDesigner
Apparel Machinery Instructor	ONET:ApparelMachineryInstructor
Apparel Manufacture Instructor	ONET:ApparelManufactureInstructor
Apparel Merchandiser	ONET:ApparelMerchandiser
Apparel Patternmaker	ONET:ApparelPatternmaker
Apparel Rental Clerk	ONET:ApparelRentalClerk
Apparel Specialist	ONET:ApparelSpecialist
Apparel Stock Checker	ONET:ApparelStockChecker
Apparel Trimmings Sales Representative	ONET:ApparelTrimmingsSalesRepresentative
Appeals and Grievances Specialist	ONET:AppealsAndGrievancesSpecialist
Appeals Clerk	ONET:AppealsClerk
Appeals Coordinator	ONET:AppealsCoordinator
Appeals Examiner	ONET:AppealsExaminer
Appeals Officer	ONET:AppealsOfficer
Appeals Referee	ONET:AppealsReferee
Appellate Conferee	ONET:AppellateConferee
Appellate Court Clerk	ONET:AppellateCourtClerk
Appellate Court Judge	ONET:AppellateCourtJudge
Appellate Immigration Judge	ONET:AppellateImmigrationJudge
Appellate Law Clerk	ONET:AppellateLawClerk
Appetizer Preparer	ONET:AppetizerPreparer
Apple Packing Header	ONET:ApplePackingHeader
Apple Peeler Operator	ONET:ApplePeelerOperator
Apple Picker	ONET:ApplePicker
Apple Press Operator	ONET:ApplePressOperator
Apple Sorter	ONET:AppleSorter
Apple Thinner	ONET:AppleThinner
Apple Turner	ONET:AppleTurner
Appliance Adjuster	ONET:ApplianceAdjuster
Appliance Advisor	ONET:ApplianceAdvisor
Appliance Assembler	ONET:ApplianceAssembler
Appliance Counselor	ONET:ApplianceCounselor
Appliance Fixer	ONET:ApplianceFixer
Appliance Installer	ONET:ApplianceInstaller
Appliance Line Assembler	ONET:ApplianceLineAssembler
Appliance Mechanic	ONET:ApplianceMechanic
Appliance Parts Counter Clerk	ONET:AppliancePartsCounterClerk
Appliance Repairer	ONET:ApplianceRepairer
Appliance Repair Mechanic	ONET:ApplianceRepairMechanic
Appliance Repair Service Consultant	ONET:ApplianceRepairServiceConsultant
Appliance Repair Technician	ONET:ApplianceRepairTechnician(ApplianceRepairTech)
Appliance Repair Tech	ONET:ApplianceRepairTechnician(ApplianceRepairTech)
Appliance Service Supervisor	ONET:ApplianceServiceSupervisor
Appliance Service Technician	ONET:ApplianceServiceTechnician
Appliances Sample Maker	ONET:AppliancesSampleMaker
Appliance Technician	ONET:ApplianceTechnician(ApplianceTech)
Appliance Tech	ONET:ApplianceTechnician(ApplianceTech)
Appliance Worker	ONET:ApplianceWorker
Application Architect	ONET:ApplicationArchitect
Application Customer Service Representative	ONET:ApplicationCustomerServiceRepresentative
Application Developer	ONET:ApplicationDeveloper
Application Development Director	ONET:ApplicationDevelopmentDirector
Application Engineer	ONET:ApplicationEngineer
Application Integration Engineer	ONET:ApplicationIntegrationEngineer
Application Integrator	ONET:ApplicationIntegrator
Application Manager	ONET:ApplicationManager
Application Programmer	ONET:ApplicationProgrammer
Application Programmer Analyst	ONET:ApplicationProgrammerAnalyst
Applications Analyst	ONET:ApplicationsAnalyst
Applications Developer	ONET:ApplicationsDeveloper
Application Security Administrator	ONET:ApplicationSecurityAdministrator
Application Security Analyst	ONET:ApplicationSecurityAnalyst
Application Security Assessor	ONET:ApplicationSecurityAssessor
Application Security Hacker	ONET:ApplicationSecurityHacker
Application Security Tester	ONET:ApplicationSecurityTester
Applications Engineer	ONET:ApplicationsEngineer
Applications Programmer	ONET:ApplicationsProgrammer
Applications Quality Assurance Specialist	ONET:ApplicationsQualityAssuranceSpecialist(ApplicationsQASpecialist)
Applications QA Specialist	ONET:ApplicationsQualityAssuranceSpecialist(ApplicationsQASpecialist)
Applications Security Analyst	ONET:ApplicationsSecurityAnalyst
Applications Software Engineering Information Technology Specialist	ONET:ApplicationsSoftwareEngineeringInformationTechnologySpecialist(ApplicationsSoftwareEngineeringITSpecialist)
Applications Software Engineering IT Specialist	ONET:ApplicationsSoftwareEngineeringInformationTechnologySpecialist(ApplicationsSoftwareEngineeringITSpecialist)
Applications System Analyst	ONET:ApplicationsSystemAnalyst
Applications Systems Analyst	ONET:ApplicationsSystemsAnalyst
Applications Tester	ONET:ApplicationsTester
Applications Trainer	ONET:ApplicationsTrainer
Application Support Engineer	ONET:ApplicationSupportEngineer
Application Systems Administrator	ONET:ApplicationSystemsAdministrator
Application Systems Architect	ONET:ApplicationSystemsArchitect
Applicator	ONET:Applicator
Applicator Sprayer	ONET:ApplicatorSprayer
Applied Anthropologist	ONET:AppliedAnthropologist
Applied Behavior Science Specialist	ONET:AppliedBehaviorScienceSpecialist(ABSS)
ABSS	ONET:AppliedBehaviorScienceSpecialist(ABSS)
Applied Cultural Anthropologist	ONET:AppliedCulturalAnthropologist
Applied Exercise Physiologist	ONET:AppliedExercisePhysiologist
Applied Mathematician	ONET:AppliedMathematician
Applied Mechanics Teacher	ONET:AppliedMechanicsTeacher
Applied Psychology Professor	ONET:AppliedPsychologyProfessor
Applied Psychology Teacher	ONET:AppliedPsychologyTeacher
Applied Scientist	ONET:AppliedScientist
Applied Statistician	ONET:AppliedStatistician
Applied Technologist	ONET:AppliedTechnologist
Applique Cutter	ONET:AppliqueCutter
Appliquer	ONET:Appliquer
Appointment Clerk	ONET:AppointmentClerk
Appointment Scheduler	ONET:AppointmentScheduler
Appointment Setter	ONET:AppointmentSetter
Appraisal Specialist	ONET:AppraisalSpecialist
Appraisal Technician	ONET:AppraisalTechnician
Appraiser	ONET:Appraiser
Appraiser Analyst	ONET:AppraiserAnalyst
Apprentice Instrument Technician	ONET:ApprenticeInstrumentTechnician
Apprenticeship and Training Representative	ONET:ApprenticeshipAndTrainingRepresentative
Apprenticeship Consultant	ONET:ApprenticeshipConsultant
Apprenticeship Representative	ONET:ApprenticeshipRepresentative
Apprise Counselor	ONET:AppriseCounselor
Apron Cleaner	ONET:ApronCleaner
Apron Man	ONET:ApronMan
Apron Operator	ONET:ApronOperator
Apron Worker	ONET:ApronWorker
A & P Technician	ONET:A&PTechnician(AirframeAnd/orPowerplantTechnician)
Airframe and/or Powerplant Technician	ONET:A&PTechnician(AirframeAnd/orPowerplantTechnician)
A&P Technician	ONET:A&PTechnician(AirframeAndPowerplantTechnician)
Aptitude Test Grader	ONET:AptitudeTestGrader
Aquacultural Worker Supervisor	ONET:AquaculturalWorkerSupervisor
Aquaculture Cooperative Marketing Director	ONET:AquacultureCooperativeMarketingDirector
Aquaculture Director	ONET:AquacultureDirector
Aquaculture Farm Manager	ONET:AquacultureFarmManager
Aquaculture Professor	ONET:AquacultureProfessor
Aquaculture Program Director	ONET:AquacultureProgramDirector
Aquaculture Worker	ONET:AquacultureWorker
Aquarist	ONET:Aquarist
Aquarium Diver	ONET:AquariumDiver
Aquarium Tank Attendant	ONET:AquariumTankAttendant
Aquatic Biologist	ONET:AquaticBiologist
Aquatic Ecologist	ONET:AquaticEcologist
Aquatic Facility Manager	ONET:AquaticFacilityManager
Aquatic Instructor	ONET:AquaticInstructor
Aquatic Laborer	ONET:AquaticLaborer
Aquatic Life Laborer	ONET:AquaticLifeLaborer
Aquatic Performer	ONET:AquaticPerformer
Aquatic Scientist	ONET:AquaticScientist
Aquatics Specialist	ONET:AquaticsSpecialist
Aquatics Supervisor	ONET:AquaticsSupervisor
Aquatics Technician	ONET:AquaticsTechnician
Aquatic/Terrestrial Habitat Restoration Technician	ONET:Aquatic/TerrestrialHabitatRestorationTechnician
Arabic Instructor	ONET:ArabicInstructor
Arabic Language Instructor	ONET:ArabicLanguageInstructor
Arabic Professor	ONET:ArabicProfessor
Arabic Teacher	ONET:ArabicTeacher
Arabic Translator	ONET:ArabicTranslator
Arbiter	ONET:Arbiter
Arbitration Specialist	ONET:ArbitrationSpecialist
Arbitrator	ONET:Arbitrator
Arboreal Scientist	ONET:ArborealScientist
Arbor End Mainspring Former	ONET:ArborEndMainspringFormer
Arborer	ONET:Arborer
Arboriculture Researcher	ONET:ArboricultureResearcher
Arboriculture Teacher	ONET:ArboricultureTeacher
Arboriculturist	ONET:Arboriculturist
Arborist	ONET:Arborist
Arborist Climber	ONET:ArboristClimber
Arborist Crew Leader	ONET:ArboristCrewLeader
Arborist Representative	ONET:ArboristRepresentative
Arbor Press Operator	ONET:ArborPressOperator
Arcade Attendant	ONET:ArcadeAttendant
Arcade Games Mechanic	ONET:ArcadeGamesMechanic
Arcade Game Technician	ONET:ArcadeGameTechnician
Arcade Supervisor	ONET:ArcadeSupervisor
Arcade Technician	ONET:ArcadeTechnician
Arc and Argon Oxygen Decarburization Melter	ONET:ArcAndArgonOxygenDecarburizationMelter(ARCAndAODMelter)
ARC and AOD Melter	ONET:ArcAndArgonOxygenDecarburizationMelter(ARCAndAODMelter)
Arc and Gas Welder	ONET:ArcAndGasWelder
Arc Cutter	ONET:ArcCutter
Archaeological Technician	ONET:ArchaeologicalTechnician
Archaeologist	ONET:Archaeologist
Archaeology Professor	ONET:ArchaeologyProfessor
Arch Cushion Press Operator	ONET:ArchCushionPressOperator
Arch Cushion Skiving Machine Operator	ONET:ArchCushionSkivingMachineOperator
Archeologist	ONET:Archeologist
Archeology Faculty Member	ONET:ArcheologyFacultyMember
Archeology Instructor	ONET:ArcheologyInstructor
Archer	ONET:Archer
Archery Equipment Hay Sorter	ONET:ArcheryEquipmentHaySorter
Architect	ONET:Architect
Architect Manager	ONET:ArchitectManager
Architect Specialist	ONET:ArchitectSpecialist
Architectural Coating Finisher	ONET:ArchitecturalCoatingFinisher
Architectural Computer-Aided Design Technician	ONET:ArchitecturalComputer-AidedDesignTechnician(ArchitecturalCADTechnician)
Architectural CAD Technician	ONET:ArchitecturalComputer-AidedDesignTechnician(ArchitecturalCADTechnician)
Architectural Designer	ONET:ArchitecturalDesigner
Architectural Design Professor	ONET:ArchitecturalDesignProfessor
Architectural Drafter	ONET:ArchitecturalDrafter
Architectural Drafting Instructor	ONET:ArchitecturalDraftingInstructor
Architectural Draftsman	ONET:ArchitecturalDraftsman
Architectural Engineer	ONET:ArchitecturalEngineer
Architectural Engineering Teacher	ONET:ArchitecturalEngineeringTeacher
Architectural Examiner	ONET:ArchitecturalExaminer
Architectural Inspector	ONET:ArchitecturalInspector
Architectural Modeler	ONET:ArchitecturalModeler
Architectural Project Manager	ONET:ArchitecturalProjectManager
Architectural Supplies Sales Representative	ONET:ArchitecturalSuppliesSalesRepresentative
Architectural Technician	ONET:ArchitecturalTechnician
Architectural Technologist	ONET:ArchitecturalTechnologist
Architectural Wood Model Maker	ONET:ArchitecturalWoodModelMaker
Architecture Drafter	ONET:ArchitectureDrafter
Architecture Faculty Member	ONET:ArchitectureFacultyMember
Architecture Instructor	ONET:ArchitectureInstructor
Architecture Professor	ONET:ArchitectureProfessor
Architecture Technician	ONET:ArchitectureTechnician
Archival Records Clerk	ONET:ArchivalRecordsClerk
Archives Specialist	ONET:ArchivesSpecialist
Archivist	ONET:Archivist
Arch-Support Maker	ONET:Arch-SupportMaker
Arch Support Maker	ONET:ArchSupportMaker
Arch Support Technician	ONET:ArchSupportTechnician
Arc Welder	ONET:ArcWelder
Arc Welding Machine Operator	ONET:ArcWeldingMachineOperator
Area Attendant	ONET:AreaAttendant
Area Brakeman	ONET:AreaBrakeman
Area Commercial Diver	ONET:AreaCommercialDiver
Area Development Manager	ONET:AreaDevelopmentManager
Area Forester	ONET:AreaForester
Area Intelligence Technician	ONET:AreaIntelligenceTechnician
Area Loss Prevention Manager	ONET:AreaLossPreventionManager
Area Mechanic	ONET:AreaMechanic
Area Plant Manager	ONET:AreaPlantManager
Area Relief Pilot	ONET:AreaReliefPilot
Area Sales Manager	ONET:AreaSalesManager
Area Supervisor	ONET:AreaSupervisor
Argon Tester	ONET:ArgonTester
Armament Aircraft Mechanic	ONET:ArmamentAircraftMechanic
Armament Weapons Support Equipment (ASWE) Maintenance Manager	ONET:ArmamentWeaponsSupportEquipment(ASWE)MaintenanceManager
